time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.imu.header.seq,.imu.header.stamp.secs,.imu.header.stamp.nsecs,.imu.header.frame_id,.imu.orientation.x,.imu.orientation.y,.imu.orientation.z,.imu.orientation.w,.imu.orientation_covariance,.imu.angular_velocity.x,.imu.angular_velocity.y,.imu.angular_velocity.z,.imu.angular_velocity_covariance,.imu.linear_acceleration.x,.imu.linear_acceleration.y,.imu.linear_acceleration.z,.imu.linear_acceleration_covariance,.mag_field.header.seq,.mag_field.header.stamp.secs,.mag_field.header.stamp.nsecs,.mag_field.header.frame_id,.mag_field.magnetic_field.x,.mag_field.magnetic_field.y,.mag_field.magnetic_field.z,.mag_field.magnetic_field_covariance,.raw_imu_string
2023/03/02/14:13:27.330385,4449,1677784407,325867176,imu1_frame,0,0,0,,0.024814019297917808,-0.6960012122882592,-0.6626520824686721,0.275424752953486,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.282528,0.371065,0.617723,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.818,9.549,-0.516,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3822,-0.093,0.44,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.355510,4450,1677784407,350714445,imu1_frame,0,0,0,,0.016604587548920413,-0.697033157448484,-0.6612708307455025,0.2767488997175605,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.212209,0.325027,0.584202,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.764,9.024,-0.269,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3812,-0.099,0.4294,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.379296,4451,1677784407,375560760,imu1_frame,0,0,0,,0.00810663120154445,-0.6979592741932384,-0.6595213702868237,0.27896002622813343,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.197205,0.328961,0.696669,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.403,9.32,-0.692,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3836,-0.1084,0.432,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.404826,4452,1677784407,400773048,imu1_frame,0,0,0,,-0.0024727332232649946,-0.6973015734089901,-0.6596983349500549,0.2802900429481554,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.029349,0.484234,0.572971,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.16,10.14,-0.132,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3882,-0.1177,0.4251,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.429964,4453,1677784407,425864458,imu1_frame,0,0,0,,-0.011903460789840836,-0.6945760506034038,-0.6623380206834986,0.2805900281664842,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.100435,0.293264,0.588077,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.758,6.993,0.324,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3905,-0.1201,0.4183,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.455068,4454,1677784407,450707197,imu1_frame,0,0,0,,-0.021859766611872555,-0.693192534730331,-0.6618606483581834,0.2845114102328743,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.05175,0.172297,0.930567,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.215,6.971,-0.531,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3928,-0.1236,0.4142,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.480060,4455,1677784407,475594282,imu1_frame,0,0,0,,-0.033030616917989086,-0.692504814648747,-0.6601607139840823,0.2890223031988171,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.053514,0.313609,0.79905,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.494,9.415,-0.854,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3931,-0.1401,0.4077,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.505311,4456,1677784407,501212358,imu1_frame,0,0,0,,-0.044564657935519766,-0.6891298418757393,-0.6626195666420854,0.28991268030643985,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.223657,0.391556,0.601004,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.228,8.771,0.51,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3932,-0.1436,0.4064,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.530663,4457,1677784407,526347875,imu1_frame,0,0,0,,-0.052566138819753444,-0.6874264773649535,-0.6625612613791538,0.29273574121869517,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.107794,0.069715,0.722639,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.653,7.14,-0.674,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3954,-0.1436,0.3995,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.555062,4458,1677784407,550784587,imu1_frame,0,0,0,,-0.061506767171034454,-0.6875627637274749,-0.6598166896302506,0.296843897718957,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.259933,0.255498,0.781051,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.256,9.015,-1.578,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3946,-0.159,0.3957,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.580345,4459,1677784407,575827360,imu1_frame,0,0,0,,-0.07138943065043378,-0.6864416148506618,-0.6595608027956523,0.2977935627379773,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.160406,0.40693,0.60958,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.217,8.405,-0.872,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3957,-0.1637,0.3917,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.605655,4460,1677784407,601386070,imu1_frame,0,0,0,,-0.08114025775259928,-0.6849503440140048,-0.6594948294084197,0.29887431269765935,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.202936,0.308069,0.665121,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.209,7.869,-0.847,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.397,-0.1731,0.381,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.630234,4461,1677784407,625900268,imu1_frame,0,0,0,,-0.09095086802214532,-0.6841688676048409,-0.658198542922373,0.30069183278099465,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.319516,0.333718,0.736238,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.408,8.433,-1.07,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3994,-0.1837,0.3743,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.654458,4462,1677784407,650628328,imu1_frame,0,0,0,,-0.10045362951206997,-0.6836613301730157,-0.6568223741849205,0.30182879702572973,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.354355,0.383101,0.593453,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.769,9.031,-1.175,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3985,-0.192,0.3704,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.679324,4463,1677784407,675477504,imu1_frame,0,0,0,,-0.1088797278903361,-0.6833784761492964,-0.6556290138948498,0.30214178679828274,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.393422,0.371067,0.532889,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.082,8.945,-1.601,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3986,-0.2014,0.3611,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.704664,4464,1677784407,700866460,imu1_frame,0,0,0,,-0.11823496078141583,-0.6818731763991964,-0.656109347535462,0.3009817094656715,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.327596,0.522503,0.50401,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.066,8.779,-1.652,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4011,-0.2132,0.3477,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.730354,4465,1677784407,726077556,imu1_frame,0,0,0,,-0.1281459810476187,-0.6797958588091157,-0.6576650078420456,0.2982162560080225,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.367102,0.576191,0.37337,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.174,9.112,-1.15,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4045,-0.219,0.3408,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.754549,4466,1677784407,750747442,imu1_frame,0,0,0,,-0.13653520007032766,-0.678126662918223,-0.6591980848237492,0.29489023914984325,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.375854,0.48321,0.29379,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.929,8.265,-1.121,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4068,-0.2249,0.338,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.779756,4467,1677784407,775920152,imu1_frame,0,0,0,,-0.14558362542296727,-0.6755129577736764,-0.6618143203520346,0.2906707024547518,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.237242,0.679531,0.341716,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.728,6.307,-1.889,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4126,-0.2331,0.3217,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.804962,4468,1677784407,801051855,imu1_frame,0,0,0,,-0.15887754968212187,-0.6708887138917848,-0.6653191569268961,0.2863855394493864,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.456853,0.743055,0.717901,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.254,6.312,-1.642,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4171,-0.2377,0.304,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.829984,4469,1677784407,825984001,imu1_frame,0,0,0,,-0.1742438233869323,-0.6663519819640373,-0.6679324676625737,0.28192258651319113,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.495603,0.892295,0.556818,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.41,9.418,-0.851,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4174,-0.2543,0.2921,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.850557,4470,1677784407,848914623,imu1_frame,0,0,0,,-0.18617659940363135,-0.6620075425072582,-0.6716333412072364,0.27566817458097037,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.424972,0.699085,0.337392,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.273,8.035,-0.589,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4208,-0.2637,0.2758,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.875640,4471,1677784407,874047756,imu1_frame,0,0,0,,-0.19742775187751813,-0.6570948055273494,-0.6756985098263979,0.2695926986324919,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.312617,0.741336,0.397708,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.124,6.594,-0.977,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4253,-0.2671,0.2581,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.900680,4472,1677784407,899224519,imu1_frame,0,0,0,,-0.21079883671274321,-0.6513812745491295,-0.6792223187498737,0.26443019366054116,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.465722,0.736922,0.65153,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.531,7.262,-1.013,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4254,-0.273,0.2461,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.929705,4473,1677784407,926137924,imu1_frame,0,0,0,,-0.22468672060167313,-0.6452784271900711,-0.6828050193189118,0.25866761409437167,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.389755,0.78462,0.494978,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.9,8.545,-0.362,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4267,-0.286,0.2327,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.954732,4474,1677784407,950755357,imu1_frame,0,0,0,,-0.23556428386681436,-0.6401373456943177,-0.6860479776627377,0.25312411808955887,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.306177,0.591126,0.331226,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.454,7.834,-0.651,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4269,-0.2954,0.2127,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.980024,4475,1677784407,975663661,imu1_frame,0,0,0,,-0.24514166334307913,-0.6356641661363227,-0.6887245264017238,0.24798217580367307,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.504595,0.589652,0.420875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.516,6.179,-0.934,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4267,-0.2907,0.2045,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.005420,4476,1677784408,977993,imu1_frame,0,0,0,,-0.2566416616320333,-0.632318082315286,-0.689061012632411,0.24393405084543754,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.888015,0.72659,0.569244,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.694,7.786,-0.454,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4259,-0.3096,0.1847,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.030006,4477,1677784408,25986671,imu1_frame,0,0,0,,0.2661194722923143,0.6305221832150708,0.6883294672790559,-0.24046776793552246,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.848583,0.668544,0.40213,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.979,8.658,-0.087,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.426,-0.3191,0.1673,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.054595,4478,1677784408,50768852,imu1_frame,0,0,0,,0.2745805762527215,0.6280806350769974,0.688666233242589,-0.23634517591324578,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.626899,0.490395,0.363797,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.789,7.31,0.04,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.425,-0.3238,0.15,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.079334,4479,1677784408,75540542,imu1_frame,0,0,0,,0.28291255455432196,0.6264693417653139,0.6873341390172221,-0.23466663939541288,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.795057,0.511553,0.463974,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.924,7.931,-0.583,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4229,-0.3369,0.1368,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.104475,4480,1677784408,100418329,imu1_frame,0,0,0,,0.29178855774846557,0.623999436767429,0.6869092319246232,-0.23160277972797808,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.676398,0.56401,0.436544,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.259,7.88,-0.341,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4196,-0.3416,0.1236,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.130253,4481,1677784408,126165151,imu1_frame,0,0,0,,0.30142582167407533,0.6196683695697267,0.687870606991404,-0.22800792490653166,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.481684,0.54229,0.428953,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.134,7.803,-0.16,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4197,-0.3499,0.1103,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.154487,4482,1677784408,150501728,imu1_frame,0,0,0,,0.31026354043345805,0.6153538511818833,0.6890224040345407,-0.22433078266654044,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.571182,0.497592,0.376023,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.166,7.07,-0.337,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4152,-0.3524,0.0958,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.179434,4483,1677784408,175612449,imu1_frame,0,0,0,,0.318193274733421,0.6130119924121868,0.6882459642897594,-0.2220063731340208,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.830165,0.46448,0.407984,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.454,7.137,-0.684,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4142,-0.3583,0.0731,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.204183,4484,1677784408,200562477,imu1_frame,0,0,0,,0.3257332197350446,0.6119912755925055,0.6865301543846806,-0.21918233341272225,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.996695,0.603567,0.288194,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.645,7.497,-0.802,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4075,-0.3643,0.0588,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.229545,4485,1677784408,225723505,imu1_frame,0,0,0,,0.3329713003885629,0.6104222584952461,0.685909892402089,-0.2145749262054322,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.858005,0.550996,0.157313,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.299,7.032,-0.231,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4064,-0.3702,0.0414,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.254800,4486,1677784408,250700950,imu1_frame,0,0,0,,0.33947182865123665,0.6084388940689202,0.6857979845853618,-0.21033809468337072,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.782108,0.506346,0.234751,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.086,5.389,-0.801,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4064,-0.3702,0.0226,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.279638,4487,1677784408,275603294,imu1_frame,0,0,0,,0.347100381441719,0.606179857948783,0.6851993872744835,-0.20632281671903951,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.956972,0.641158,0.288336,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.272,5.087,-1.345,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.4042,-0.3738,0.0053,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.304597,4488,1677784408,300639390,imu1_frame,0,0,0,,0.3569595587892644,0.6029085271929958,0.6842410924949993,-0.2022258850102917,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.114292,0.736638,0.469856,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.921,6.234,-1.146,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3964,-0.381,-0.0156,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.329907,4489,1677784408,325795888,imu1_frame,0,0,0,,0.368635208556837,0.5968188147307425,0.6852558700055381,-0.19580545962409096,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.939941,0.774562,0.336757,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.837,7.289,0.163,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3951,-0.3787,-0.0412,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:28.354819,4490,1677784408,350750923,imu1_frame,0,0,0,,0.37818134498719763,0.5913154052740355,0.6865720748669603,-0.18958836410010615,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.80014,0.606328,0.273003,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.52,6.273,0.231,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3896,-0.3859,-0.0515,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
